"identifier","dbms","schema","operator","type","killed","time","generator"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",11,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnR","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnR","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnR","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",9,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",22,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",21,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCR","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCR","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCR","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","EQUIVALENT","false",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","DUPLICATE","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnR","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnR","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnR","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","DUPLICATE","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","DUPLICATE","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",20,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"yxnpg6de8bh2xluxgag0","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCNullifier","NORMAL","true",28,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCNullifier","NORMAL","true",24,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",24,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","false",23,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",22,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",22,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","false",24,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",18,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",22,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",18,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",18,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairR","IMPAIRED","true",11,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairR","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",11,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",11,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",11,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","FKCColumnPairE","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnA","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",21,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnR","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnR","IMPAIRED","true",16,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnR","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",10,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","IMPAIRED","true",9,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","PKCColumnE","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCA","NORMAL","true",18,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","NNCR","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","EQUIVALENT","false",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","DUPLICATE","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",20,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnA","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnR","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnR","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnR","NORMAL","false",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","DUPLICATE","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","DUPLICATE","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"b8niddz8zwuag24etma6","SQLite","BrowserCookies","UCColumnE","NORMAL","true",19,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCNullifier","NORMAL","true",28,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCNullifier","NORMAL","true",24,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",23,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","false",23,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",22,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",18,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",22,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",19,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","false",22,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",19,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",18,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",22,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","false",21,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",18,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","CCRelationalExpressionOperatorE","NORMAL","true",17,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","FKCColumnPairR","IMPAIRED","true",10,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","FKCColumnPairR","IMPAIRED","true",10,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",17,"avs"
"7xugetocxxb7e3evoy2d","SQLite","BrowserCookies","FKCColumnPairE","NORMAL","true",18,"avs"
