source,key,value
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
redundant,DellStore,PKCColumnA
equivalent,Employee,NNCA
equivalent,Employee,UCColumnA
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,FKCColumnPairE
quasimutant,Examination,PKCColumnA
quasimutant,Examination,PKCColumnA
quasimutant,Examination,PKCColumnA
quasimutant,Examination,PKCColumnA
quasimutant,Examination,PKCColumnA
quasimutant,Examination,PKCColumnR
quasimutant,Examination,PKCColumnE
quasimutant,Examination,PKCColumnE
quasimutant,Examination,PKCColumnE
quasimutant,Examination,PKCColumnE
quasimutant,Examination,PKCColumnE
equivalent,Examination,NNCA
equivalent,Examination,NNCA
equivalent,Examination,UCColumnA
equivalent,Examination,UCColumnA
quasimutant,Flights,FKCColumnPairR
quasimutant,Flights,FKCColumnPairR
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,FKCColumnPairE
quasimutant,Flights,PKCColumnA
quasimutant,Flights,PKCColumnA
quasimutant,Flights,PKCColumnA
quasimutant,Flights,PKCColumnA
quasimutant,Flights,PKCColumnA
quasimutant,Flights,PKCColumnR
quasimutant,Flights,PKCColumnR
quasimutant,Flights,PKCColumnE
quasimutant,Flights,PKCColumnE
quasimutant,Flights,PKCColumnE
quasimutant,Flights,PKCColumnE
quasimutant,Flights,PKCColumnE
quasimutant,Flights,PKCColumnE
quasimutant,Flights,PKCColumnE
quasimutant,Flights,PKCColumnE
quasimutant,Flights,PKCColumnE
quasimutant,Flights,PKCColumnE
equivalent,Flights,NNCR
equivalent,Flights,NNCR
equivalent,Flights,NNCR
equivalent,Flights,NNCR
redundant,Flights,PKCColumnR
redundant,Flights,PKCColumnR
quasimutant,FrenchTowns,FKCColumnPairE
quasimutant,FrenchTowns,FKCColumnPairE
quasimutant,FrenchTowns,FKCColumnPairE
quasimutant,FrenchTowns,FKCColumnPairE
quasimutant,FrenchTowns,FKCColumnPairE
quasimutant,FrenchTowns,FKCColumnPairE
quasimutant,FrenchTowns,UCColumnA
quasimutant,FrenchTowns,UCColumnA
quasimutant,FrenchTowns,UCColumnA
quasimutant,FrenchTowns,UCColumnA
quasimutant,FrenchTowns,UCColumnA
quasimutant,FrenchTowns,UCColumnA
quasimutant,FrenchTowns,UCColumnA
quasimutant,FrenchTowns,UCColumnR
quasimutant,FrenchTowns,UCColumnR
quasimutant,FrenchTowns,UCColumnE
quasimutant,FrenchTowns,UCColumnE
quasimutant,FrenchTowns,UCColumnE
quasimutant,FrenchTowns,UCColumnE
quasimutant,FrenchTowns,UCColumnE
quasimutant,FrenchTowns,UCColumnE
quasimutant,FrenchTowns,UCColumnE
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
redundant,FrenchTowns,PKCColumnA
redundant,FrenchTowns,PKCColumnA
redundant,FrenchTowns,PKCColumnA
redundant,FrenchTowns,PKCColumnA
redundant,FrenchTowns,PKCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnA
redundant,FrenchTowns,UCColumnR
redundant,FrenchTowns,UCColumnR
redundant,FrenchTowns,UCColumnR
redundant,FrenchTowns,UCColumnR
redundant,FrenchTowns,UCColumnR
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
equivalent,Inventory,NNCA
equivalent,Inventory,UCColumnA
redundant,Inventory,UCColumnA
redundant,Inventory,UCColumnR
equivalent,Iso3166,NNCA
equivalent,Iso3166,UCColumnA
redundant,IsoFlav_R2,PKCColumnA
redundant,IsoFlav_R2,PKCColumnA
redundant,IsoFlav_R2,PKCColumnA
quasimutant,iTrust,FKCColumnPairE
quasimutant,iTrust,FKCColumnPairE
quasimutant,iTrust,FKCColumnPairE
quasimutant,iTrust,FKCColumnPairE
quasimutant,iTrust,FKCColumnPairE
quasimutant,iTrust,FKCColumnPairE
quasimutant,iTrust,FKCColumnPairE
quasimutant,iTrust,FKCColumnPairE
quasimutant,iTrust,PKCColumnA
quasimutant,iTrust,PKCColumnA
quasimutant,iTrust,PKCColumnA
quasimutant,iTrust,PKCColumnA
quasimutant,iTrust,PKCColumnA
quasimutant,iTrust,PKCColumnA
quasimutant,iTrust,PKCColumnR
quasimutant,iTrust,PKCColumnE
quasimutant,iTrust,PKCColumnE
quasimutant,iTrust,PKCColumnE
quasimutant,iTrust,PKCColumnE
quasimutant,iTrust,PKCColumnE
quasimutant,iTrust,PKCColumnE
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCA
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,NNCR
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnA
redundant,iTrust,PKCColumnR
redundant,iTrust,PKCColumnR
redundant,iTrust,PKCColumnR
redundant,iTrust,PKCColumnR
redundant,iTrust,PKCColumnR
redundant,iTrust,PKCColumnR
redundant,iTrust,PKCColumnR
redundant,iTrust,PKCColumnR
redundant,iTrust,PKCColumnR
redundant,iTrust,PKCColumnR
equivalent,JWhoisServer,NNCR
equivalent,JWhoisServer,NNCR
equivalent,JWhoisServer,NNCR
equivalent,JWhoisServer,NNCR
equivalent,JWhoisServer,NNCR
equivalent,JWhoisServer,NNCR
equivalent,JWhoisServer,UCColumnA
equivalent,JWhoisServer,UCColumnA
equivalent,JWhoisServer,UCColumnA
equivalent,JWhoisServer,UCColumnA
equivalent,JWhoisServer,UCColumnA
equivalent,JWhoisServer,UCColumnA
equivalent,MozillaExtensions,NNCA
equivalent,MozillaExtensions,NNCA
equivalent,MozillaExtensions,UCColumnA
equivalent,MozillaExtensions,UCColumnA
redundant,MozillaExtensions,UCColumnA
redundant,MozillaExtensions,UCColumnA
redundant,MozillaExtensions,UCColumnA
redundant,MozillaExtensions,UCColumnA
redundant,MozillaExtensions,UCColumnA
redundant,MozillaExtensions,UCColumnA
redundant,MozillaExtensions,UCColumnA
redundant,MozillaExtensions,UCColumnA
redundant,MozillaExtensions,UCColumnA
redundant,MozillaExtensions,UCColumnR
redundant,MozillaExtensions,UCColumnE
redundant,MozillaExtensions,UCColumnE
redundant,MozillaExtensions,UCColumnE
equivalent,MozillaPermissions,NNCA
equivalent,MozillaPermissions,UCColumnA
quasimutant,NistDML181,FKCColumnPairR
quasimutant,NistDML181,FKCColumnPairR
quasimutant,NistDML181,FKCColumnPairE
quasimutant,NistDML181,FKCColumnPairE
quasimutant,NistDML181,FKCColumnPairE
quasimutant,NistDML181,FKCColumnPairE
quasimutant,NistDML181,FKCColumnPairE
quasimutant,NistDML181,FKCColumnPairE
quasimutant,NistDML181,PKCColumnA
quasimutant,NistDML181,PKCColumnR
quasimutant,NistDML181,PKCColumnR
quasimutant,NistDML181,PKCColumnE
quasimutant,NistDML181,PKCColumnE
equivalent,NistDML181,NNCA
equivalent,NistDML181,NNCA
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairR
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
quasimutant,NistDML182,FKCColumnPairE
